g	s	f
BAIAP2	29	f-26
BAIAP2	3	f-41
BAIAP2	4	f-211
BAIAP2	4	f-27
BAIAP2	5	f-21
BAIAP2	5	f-72
BAIAP2	6	f-212
BAIAP2	7	f-213
BAIAP2	76	f-14
BAIAP2	8	f-63
BAIAP2-AS1	1	f-28
BAIAP2-AS1	10	f-14
BAIAP2-AS1	13	f-12
BAIAP2L1	1	f-211
BAIAP2L1	1	f-25
BAIAP2L1	10	f-14
BAIAP2L1	20	f-28
BAIAP2L1	200	f-42
BAIAP2L1	26	f-41
BAIAP2L1	32	f-392
BAIAP2L1	37	f-27
BAIAP2L1	44	f-37
BAIAP2L1	46	f-391
BAIAP2L1	56	f-390
BAIAP2L1	57	f-38
BAIAP2L1	59	f-39
BAIAP2L2	1	f-25
BAIAP2L2	3	f-41
BAIAP2L2	36	f-35
BAIAP2L2	5	f-14
BAIAP3	1	f-16
BAIAP3	1	f-390
BAIAP3	1	f-392
BAIAP3	1	f-51
BAIAP3	102	f-14
BAIAP3	15	f-12
BAIAP3	37	f-13
BAK1	1	f-16
BAK1	1	f-222
BAK1	1	f-32
BAK1	11	f-212
BAK1	13	f-37
BAK1	136	f-23
BAK1	136	f-71
BAK1	15	f-28
BAK1	2	f-33
BAK1	2	f-36
BAK1	22	f-14
BAK1	23	f-213
BAK1	28	f-21
BAK1	28	f-72
BAK1	32	f-27
BAK1	377	f-12
BAK1	4	f-211
BAK1	4	f-35
BAK1	4	f-91
BAK1	40	f-22
BAK1	5	f-223
BAK1	6	f-392
BAK1P1	1	f-14
BAMBI	1	f-16
BAMBI	1	f-38
BAMBI	1	f-51
BAMBI	120	f-13
BAMBI	123	f-12
BAMBI	18	f-63
BAMBI	19	f-41
BAMBI	28	f-61
BAMBI	29	f-62
BAMBI	3	f-26
BAMBI	4	f-14
BAMBI	44	f-27
BANF1	1	f-16
BANF1	1	f-233
BANF1	181	f-13
BANF1	2	f-390
BANF1	40	f-25
BANF1	5	f-14
BANF1	57	f-12
BANF1	68	f-61
BANF1	74	f-63
BANF1	78	f-26
BANF1	81	f-62
BANF1P1	1	f-14
BANF1P1	19	f-92
BANF1P3	3	f-392
BANF2	1	f-25
BANK1	1	f-25
BANK1	1	f-63
BANK1	142	f-13
BANK1	17	f-14
BANK1	17	f-23
BANK1	17	f-71
BANP	1	f-25
BANP	1	f-39
BANP	1	f-42
BANP	10	f-26
BANP	2	f-211
BANP	25	f-14
BANP	33	f-63
BANP	36	f-62
BANP	39	f-61
BANP	77	f-37
BAP1	1	f-14
BAP1	10	f-36
BAP1	4	f-25
BARD1	1	f-16
BARD1	103	f-91
BARD1	109	f-33
BARD1	11	f-14
BARD1	11	f-42
BARD1	14	f-41
BARD1	199	f-12
BARD1	219	f-13
BARD1	28	f-92
BARD1	30	f-28
BARD1	43	f-390
BARD1	43	f-61
BARD1	48	f-62
BARD1	48	f-63
BARD1	5	f-25
BARD1	50	f-26
BARD1	58	f-27
BARD1	6	f-392
BARD1	66	f-36
BARD1	83	f-23
BARD1	83	f-71
BARHL1	1	f-25
BARHL2	1	f-212
BARHL2	1	f-41
BARX1	1	f-25
BARX1	1	f-391
BARX1	12	f-31
BARX2	1	f-392
BARX2	2	f-14
BARX2	2	f-35
BASP1	1	f-28
BASP1	1	f-51
BASP1	104	f-13
BASP1	4	f-62
BASP1	5	f-61
BASP1	6	f-14
BASP1	6	f-26
BAT1	1	f-41
BAT1	49	f-25
BAT1	68	f-13
BAT2	1	f-51
BAT2	15	f-25
BAT2	16	f-63
BAT2	181	f-26
BAT2	28	f-62
BAT2	9	f-41
BAT2	9	f-61
BAT3	112	f-62
BAT3	165	f-61
BAT3	172	f-26
BAT3	179	f-63
BAT3	201	f-13
BAT4	107	f-62
BAT4	14	f-63
BAT4	141	f-26
BAT4	20	f-41
BAT4	26	f-25
BAT4	4	f-61
BAT4	9	f-13
BAT5	12	f-63
BAT5	3	f-26
BAT5	4	f-61
BATF	1	f-51
BATF	10	f-62
BATF	11	f-63
BATF	126	f-13
BATF	13	f-26
BATF	2	f-23
BATF	2	f-71
BATF	3	f-14
BATF	3	f-61
BATF	4	f-25
BATF	4	f-392
BATF2	1	f-26
BATF2	2	f-61
BATF2	2	f-62
BATF2	7	f-42
BATF3	1	f-16
BATF3	1	f-41
BATF3	1	f-51
BATF3	12	f-12
BATF3	12	f-63
BATF3	15	f-25
BATF3	4	f-62
BATF3	41	f-26
BATF3	5	f-61
BATF3	51	f-27
BATF3	7	f-14
BATF3	7	f-390
BAX	1	f-213
BAX	1	f-42
BAX	16	f-62
BAX	17	f-63
BAX	19	f-26
BAX	7	f-23
BAX	7	f-71
BAX	8	f-14
BAX	9	f-61
BAX	98	f-13
BAZ1A	14	f-63
BAZ1A	24	f-14
BAZ1A	3	f-13
BAZ1A	4	f-62
BAZ1A	5	f-42
BAZ1A	5	f-61
BAZ1A	7	f-26
BAZ1A	7	f-28
BAZ1B	1	f-241
BAZ1B	10	f-13
BAZ1B	12	f-26
BAZ1B	2	f-63
BAZ1B	3	f-14
BAZ1B	4	f-62
BAZ1B	5	f-25
BAZ2A	1	f-14
BAZ2A	1	f-51
BAZ2A	15	f-39
BAZ2A	62	f-13
BAZ2A	9	f-62
BAZ2B	1	f-51
BAZ2B	2	f-27
BAZ2B	21	f-63
BAZ2B	24	f-26
BAZ2B	24	f-61
BAZ2B	3	f-13
BAZ2B	355	f-12
BAZ2B	44	f-62
BAZ2B	51	f-14
BAZ2B	65	f-23
BAZ2B	65	f-71
BBC3	1	f-28
BBC3	2	f-14
BBC3	2	f-62
BBIP1	3	f-14
BBOX1	1	f-25
BBOX1	1	f-41
BBS1	1	f-212
BBS1	12	f-213
BBS1	2	f-211
BBS1	23	f-26
BBS1	25	f-61
BBS1	45	f-63
BBS1	57	f-62
BBS10	1	f-16
BBS10	3	f-14
BBS10	31	f-63
BBS10	35	f-62
BBS10	4	f-26
BBS12	17	f-62
BBS12	17	f-63
BBS12	2	f-14
BBS12	76	f-13
BBS2	1	f-41
BBS2	1	f-51
BBS2	103	f-38
BBS2	103	f-39
BBS2	105	f-33
BBS2	11	f-25
BBS2	115	f-35
BBS2	116	f-26
BBS2	119	f-390
BBS2	119	f-391
BBS2	119	f-63
BBS2	122	f-392
BBS2	124	f-36
BBS2	129	f-92
BBS2	178	f-12
BBS2	192	f-23
BBS2	192	f-71
BBS2	2	f-211
BBS2	2	f-212
BBS2	2	f-213
BBS2	211	f-13
BBS2	3	f-224
BBS2	30	f-14
BBS2	35	f-42
BBS2	35	f-91
BBS2	36	f-37
BBS2	4	f-221
BBS2	4	f-222
BBS2	4	f-223
BBS2	40	f-27
BBS2	41	f-28
BBS2	5	f-225
BBS2	6	f-21
BBS2	6	f-72
BBS2	79	f-61
BBS2	98	f-62
BBS4	1	f-25
BBS4	15	f-13
BBS4	19	f-14
BBS4	2	f-21
BBS4	2	f-72
BBS4	24	f-62
BBS4	3	f-61
BBS4	35	f-26
BBS4	47	f-12
BBS4	50	f-63
BBS5	1	f-14
BBS5	2	f-39
BBS5	5	f-41
BBS7	1	f-39
BBS7	13	f-63
BBS7	2	f-14
BBS7	2	f-61
BBS7	4	f-42
BBS7	6	f-62
BBS7	63	f-13
BBS7	7	f-41
BBS7	8	f-26
BBS9	1	f-61
BBS9	10	f-62
BBS9	12	f-28
BBS9	2	f-36
BBS9	2	f-391
BBS9	22	f-13
BBS9	3	f-25
BBS9	4	f-26
BBS9	4	f-63
BBS9	46	f-37
BBS9	5	f-14
BBS9	5	f-39
BBS9	51	f-27
BBS9	73	f-390
BBX	1	f-38
BBX	1	f-390
BBX	1	f-51
BBX	128	f-12
BBX	16	f-26
BBX	4	f-63
BBX	52	f-13
BBX	7	f-14
BCAM	1	f-13
BCAM	9	f-14
BCAN	1	f-14
BCAN	1	f-41
BCAN	12	f-13
BCAP29	1	f-35
BCAP29	1	f-51
BCAP29	10	f-13
BCAP29	10	f-28
BCAP29	14	f-62
BCAP29	2	f-14
BCAP29	24	f-61
BCAP29	24	f-63
BCAP29	3	f-392
BCAP29	4	f-41
BCAP29	6	f-36
BCAP29	7	f-26
BCAP29	8	f-25
BCAP31	1	f-61
BCAP31	12	f-62
BCAP31	5	f-63
BCAR1	1	f-16
BCAR1	115	f-12
BCAR1	15	f-13
BCAR1	15	f-390
BCAR1	2	f-212
BCAR1	22	f-39
BCAR1	23	f-36
BCAR1	23	f-392
BCAR1	3	f-213
BCAR1	38	f-391
BCAR1	5	f-211
BCAR1	57	f-38
BCAR1	6	f-14
BCAR1	71	f-37
BCAR1	9	f-91
BCAR3	1	f-12
BCAR3	14	f-26
BCAR3	18	f-63
BCAR3	2	f-14
BCAR3	2	f-212
BCAR3	2	f-62
BCAR3	22	f-61
BCAR3	6	f-41
BCAR3	66	f-13
BCAR4	1	f-14
BCAS1	1	f-16
BCAS1	1	f-391
BCAS1	18	f-14
BCAS1	2	f-28
BCAS1	2	f-392
BCAS1	21	f-41
BCAS1	23	f-390
BCAS1	3	f-36
BCAS1	3	f-42
BCAS1	37	f-91
BCAS1	4	f-27
BCAS1	41	f-37
BCAS1	48	f-13
BCAS1	5	f-211
BCAS1	5	f-213
BCAS1	6	f-212
BCAS1	8	f-35
BCAS2	1	f-51
BCAS2	1	f-63
BCAS2	4	f-14
BCAS2P2	1	f-14
BCAS3	7	f-14
BCAS4	1	f-25
BCAS4	1	f-26
BCAS4	17	f-37
BCAS4	19	f-14
BCAS4	19	f-33
BCAS4	2	f-213
BCAS4	20	f-391
BCAS4	25	f-392
BCAS4	25	f-41
BCAS4	3	f-212
BCAS4	31	f-36
BCAS4	35	f-35
BCAS4	35	f-92
BCAS4	359	f-13
BCAS4	5	f-61
BCAS4	5	f-62
BCAS4	5	f-63
BCAT1	1	f-16
BCAT1	1	f-213
BCAT1	1	f-51
BCAT1	1	f-91
BCAT1	10	f-63
BCAT1	11	f-25
BCAT1	2	f-42
BCAT1	20	f-12
BCAT1	23	f-14
BCAT1	297	f-13
BCAT1	3	f-41
BCAT1	34	f-26
BCAT1	4	f-23
BCAT1	4	f-71
BCAT1	6	f-28
BCAT1	6	f-62
BCAT1	9	f-61
BCAT2	10	f-26
BCAT2	19	f-14
BCAT2	2	f-63
BCAT2	3	f-62
BCAT2	57	f-13
BCCIP	106	f-26
BCCIP	11	f-41
BCCIP	22	f-61
BCCIP	3	f-14
BCCIP	3	f-212
BCCIP	58	f-13
BCCIP	58	f-62
BCCIP	67	f-63
BCCIP	8	f-25
BCDIN3D	1	f-25
BCDIN3D	1	f-28
BCDIN3D	1	f-33
BCHE	2	f-25
BCKDHA	12	f-224
BCKDHA	123	f-13
BCKDHA	13	f-221
BCKDHA	13	f-62
BCKDHA	14	f-222
BCKDHA	17	f-225
BCKDHA	18	f-61
BCKDHA	22	f-26
BCKDHA	3	f-63
BCKDHA	6	f-223
BCKDHB	1	f-92
BCKDHB	13	f-26
BCKDHB	17	f-63
BCKDHB	207	f-13
BCKDHB	3	f-25
BCKDHB	3	f-392
BCKDHB	4	f-61
BCKDHB	8	f-212
BCKDHB	9	f-14
BCKDK	1	f-211
BCKDK	1	f-25
BCKDK	128	f-13
BCKDK	13	f-14
BCKDK	2	f-12
BCKDK	3	f-37
BCKDK	55	f-62
BCKDK	62	f-63
BCKDK	71	f-26
BCL10	1	f-51
BCL10	104	f-63
BCL10	110	f-61
BCL10	17	f-41
BCL10	207	f-13
BCL10	3	f-37
BCL10	4	f-14
BCL10	4	f-42
BCL10	45	f-26
BCL10	94	f-62
BCL11A	11	f-26
BCL11A	26	f-13
BCL11A	26	f-62
BCL11A	3	f-41
BCL11A	30	f-63
BCL11A	5	f-14
BCL11A	5	f-61
BCL11B	1	f-14
BCL11B	5	f-41
BCL2	10	f-13
BCL2	13	f-62
BCL2	16	f-61
BCL2	5	f-41
BCL2	6	f-63
BCL2A1	1	f-41
BCL2A1	2	f-28
BCL2A1	4	f-62
BCL2A1	5	f-14
BCL2A1	5	f-61
BCL2A1	7	f-63
BCL2L1	1	f-26
BCL2L1	1	f-41
BCL2L1	1	f-61
BCL2L1	4	f-14
BCL2L1	7	f-63
BCL2L1	78	f-13
BCL2L10	1	f-14
BCL2L10	108	f-37
BCL2L10	14	f-390
BCL2L10	2	f-39
BCL2L10	3	f-38
BCL2L10	41	f-391
BCL2L10	8	f-42
BCL2L11	1	f-16
BCL2L11	16	f-92
BCL2L11	19	f-61
BCL2L11	21	f-13
BCL2L11	22	f-62
BCL2L11	26	f-26
BCL2L11	30	f-63
BCL2L11	6	f-14
BCL2L12	1	f-62
BCL2L12	1	f-63
BCL2L12	2	f-33
BCL2L12	5	f-13
BCL2L13	1	f-16
BCL2L13	1	f-51
BCL2L13	10	f-12
BCL2L13	141	f-21
BCL2L13	141	f-72
BCL2L13	19	f-14
BCL2L13	202	f-13
BCL2L13	24	f-22
BCL2L13	25	f-61
BCL2L13	27	f-63
BCL2L13	275	f-23
BCL2L13	275	f-71
BCL2L13	28	f-25
BCL2L13	28	f-62
BCL2L13	3	f-212
BCL2L13	3	f-213
BCL2L13	3	f-38
BCL2L13	33	f-26
BCL2L13	4	f-211
BCL2L13	5	f-41
BCL2L13	89	f-27
BCL2L13	92	f-28
BCL2L14	1	f-36
BCL2L14	10	f-13
BCL2L14	11	f-390
BCL2L14	12	f-392
BCL2L14	12	f-92
BCL2L14	16	f-39
BCL2L14	3	f-211
BCL2L14	3	f-212
BCL2L14	3	f-37
BCL2L14	4	f-38
BCL2L14	5	f-213
BCL2L14	5	f-35
BCL2L14	6	f-391
BCL2L14	8	f-14
BCL2L15	1	f-37
BCL2L15	1	f-41
BCL2L15	104	f-390
BCL2L15	2	f-14
BCL2L15	2	f-27
BCL2L15	2	f-39
BCL2L15	22	f-391
BCL2L15	4	f-211
BCL2L15	4	f-213
BCL2L15	42	f-12
BCL2L15	9	f-36
BCL2L15	9	f-42
BCL2L2	1	f-26
BCL2L2	1	f-41
BCL2L2	2	f-62
BCL2L2	4	f-63
BCL3	1	f-51
BCL3	2	f-62
BCL3	4	f-13
BCL3	5	f-14
BCL6	1	f-28
BCL6	1	f-41
BCL6	1	f-51
BCL6	1	f-61
BCL6	1	f-62
BCL6	1	f-63
BCL6	10	f-26
BCL6	108	f-13
BCL6	17	f-14
BCL6	3	f-25
BCL6B	1	f-14
BCL6B	1	f-41
BCL6B	2	f-91
BCL6B	3	f-27
BCL6B	3	f-390
BCL7A	1	f-36
BCL7A	2	f-41
BCL7A	25	f-35
BCL7A	3	f-211
BCL7A	3	f-213
BCL7A	30	f-38
BCL7A	4	f-14
BCL7A	46	f-391
BCL7A	55	f-392
BCL7A	58	f-92
BCL7A	72	f-390
BCL7A	8	f-27
BCL7A	9	f-28
BCL7B	13	f-35
BCL7B	13	f-62
BCL7B	2	f-36
BCL7B	2	f-391
BCL7B	20	f-13
BCL7B	3	f-26
BCL7B	6	f-14
BCL7B	6	f-61
BCL7B	6	f-63
BCL7C	1	f-51
BCL7C	2	f-26
BCL7C	5	f-14
BCL7C	8	f-63
BCL9	1	f-35
BCL9	1	f-37
BCL9	1	f-63
BCL9	2	f-212
BCL9	50	f-13
BCL9	64	f-33
BCL9	8	f-14
BCL9L	1	f-25
BCL9L	1	f-51
BCL9L	1	f-63
BCL9L	2	f-14
BCLAF1	1	f-25
BCLAF1	1	f-41
BCMO1	1	f-25
BCMO1	1	f-41
BCO2	1	f-16
BCO2	1	f-25
BCO2	1	f-391
BCO2	14	f-39
BCO2	28	f-12
BCO2	3	f-390
BCO2	7	f-14
BCOR	1	f-27
BCOR	1	f-37
BCOR	2	f-62
BCORL1	2	f-26
BCR	1	f-213
BCR	1	f-38
BCR	1	f-51
BCR	18	f-23
BCR	18	f-71
BCR	2	f-13
BCR	2	f-16
BCR	21	f-61
BCR	212	f-12
BCR	3	f-211
BCR	3	f-212
BCR	3	f-41
BCR	4	f-25
BCR	46	f-63
BCR	47	f-26
BCR	47	f-62
BCR	50	f-14
BCR	66	f-33
BCRP2	1	f-390
BCRP2	7	f-91
BCRP3	3	f-14
BCRP3	8	f-391
BCRP4	5	f-38
BCRP5	5	f-38
BCRP5	9	f-36
BCRP6	1	f-390
BCS1L	1	f-14
BCS1L	1	f-25
BCS1L	1	f-26
BCS1L	1	f-62
BCS1L	1	f-63
BCS1L	72	f-13
BCYRN1	1	f-39
BCYRN1	2	f-391
BDH1	1	f-39
BDH1	1	f-41
BDH1	17	f-14
BDH1	3	f-31
BDH1	7	f-392
BDH2	10	f-212
BDH2	10	f-213
BDH2	11	f-14
BDH2	12	f-211
BDH2	139	f-23
BDH2	139	f-71
BDH2	170	f-27
BDH2	182	f-91
BDH2	22	f-31
BDH2	254	f-12
BDH2	26	f-21
BDH2	26	f-72
BDH2	311	f-39
BDH2	319	f-28
BDH2	330	f-392
BDH2	333	f-391
BDH2	364	f-38
BDH2	373	f-35
BDH2	382	f-42
BDH2	420	f-37
BDH2	443	f-390
BDH2	452	f-92
BDH2	46	f-32
BDH2	478	f-33
BDH2	496	f-36
BDH2P1	3	f-35
BDKRB1	1	f-41
BDKRB2	1	f-37
BDKRB2	1	f-51
BDKRB2	13	f-38
BDKRB2	2	f-13
BDNF	2	f-25
BDNF	22	f-13
BDNF-AS	2	f-14
BDNF-AS	5	f-36
BDP1	6	f-14
BDP1P	1	f-391
BEAN	1	f-41
BEAN1	1	f-14
BEAN1	1	f-28
BEAN1	104	f-12
BEAN1	20	f-91
BEAN1	34	f-390
BEAN1	63	f-27
BECN1	1	f-51
BECN1	10	f-62
BECN1	11	f-14
BECN1	12	f-63
BECN1	17	f-26
BECN1	2	f-32
BECN1	2	f-61
BECN1	5	f-12
BECN1	67	f-13
BECN1L1	1	f-25
BEGAIN	1	f-16
BEGAIN	1	f-51
BEGAIN	10	f-212
BEGAIN	10	f-213
BEGAIN	10	f-62
BEGAIN	143	f-13
BEGAIN	15	f-33
BEGAIN	16	f-63
BEGAIN	170	f-12
BEGAIN	30	f-27
BEGAIN	34	f-91
BEGAIN	58	f-36
BEGAIN	75	f-37
BEGAIN	76	f-390
BEGAIN	79	f-38
BEGAIN	79	f-39
BEGAIN	8	f-26
BEGAIN	84	f-391
BEGAIN	85	f-35
BEGAIN	88	f-392
BEGAIN	88	f-42
BEGAIN	89	f-28
BEGAIN	89	f-92
BEGAIN	9	f-14
BEGAIN	9	f-211
BEND3	1	f-14
BEND3	14	f-28
BEND3	7	f-391
BEND3P3	1	f-14
BEND3P3	108	f-92
BEND3P3	110	f-38
BEND3P3	141	f-390
BEND3P3	146	f-392
BEND3P3	15	f-28
BEND3P3	173	f-391
BEND3P3	207	f-37
BEND3P3	21	f-42
BEND3P3	56	f-12
BEND3P3	77	f-27
BEND3P3	78	f-36
BEND3P3	78	f-91
BEND3P3	90	f-35
BEND3P3	99	f-39
BEND4	1	f-14
BEND4	1	f-33
BEND4	16	f-35
BEND4	19	f-392
BEND4	36	f-41
BEND4	6	f-38
BEND4	66	f-36
BEND4	83	f-92
BEND5	1	f-14
BEND5	1	f-41
BEND5	14	f-91
BEND5	25	f-390
BEND5	35	f-391
BEND5	6	f-392
BEND5	7	f-35
BEND5	9	f-36
BEND6	13	f-91
BEND6	33	f-92
BEND7	1	f-62
BEND7	16	f-14
BEND7	2	f-41
BEND7	2	f-51
BEND7	3	f-27
BEST1	1	f-12
BEST1	1	f-51
BEST1	10	f-28
BEST1	13	f-14
BEST1	15	f-63
BEST1	19	f-26
BEST1	3	f-23
BEST1	3	f-25
BEST1	3	f-71
BEST1	4	f-61
BEST3	1	f-211
BEST3	2	f-14
BEST3	2	f-37
BEST3	9	f-392
BEST4	1	f-14
BET1	10	f-61
BET1	14	f-63
BET1	4	f-14
BET1	43	f-23
BET1	43	f-71
BET1	46	f-13
BET1	6	f-62
BET1	9	f-26
BET1L	1	f-13
BET1L	1	f-211
BET1L	1	f-212
BET1L	1	f-26
BET1L	1	f-51
BET1L	1	f-91
BET1L	160	f-12
BET1L	17	f-27
BET1L	2	f-16
BET1L	2	f-62
BET1L	2	f-63
BET1L	25	f-32
BET1L	31	f-38
BET1L	4	f-14
BET1L	4	f-21
BET1L	4	f-72
BET1L	71	f-23
BET1L	71	f-71
BET1L	81	f-33
BEX1	10	f-26
BEX1	10	f-28
BEX1	119	f-91
BEX1	123	f-92
BEX1	155	f-39
BEX1	162	f-391
BEX1	170	f-392
BEX1	172	f-390
BEX1	179	f-38
BEX1	183	f-35
BEX1	186	f-37
BEX1	188	f-42
BEX1	189	f-36
BEX1	19	f-62
BEX1	21	f-61
BEX1	21	f-63
BEX2	11	f-392
BEX2	13	f-38
BEX2	35	f-26
BEX2	39	f-390
BEX2	43	f-391
BEX2	53	f-37
BEX2	59	f-39
BEX2	6	f-35
BEX2	60	f-61
BEX2	60	f-63
BEX2	61	f-62
BEX4	1	f-91
BEX4	113	f-42
BEX4	127	f-27
BEX4	148	f-28
BEX4	16	f-391
BEX4	18	f-392
BEX4	27	f-39
BEX4	28	f-390
BEX4	30	f-37
BEX4	35	f-35
BEX4	46	f-92
BEX4	74	f-61
BEX4	78	f-62
BEX4	80	f-63
BEX4	81	f-26
BEX5	1	f-42
BEX5	11	f-61
BEX5	14	f-92
BEX5	19	f-391
BEX5	2	f-26
BEX5	284	f-37
BEX5	317	f-38
BEX5	393	f-39
BEX5	46	f-390
BEX5	469	f-91
BFAR	1	f-28
BFAR	1	f-36
BFAR	1	f-62
BFAR	3	f-14
BFSP1	14	f-14
BFSP1	2	f-25
BFSP1	2	f-41
BFSP1	25	f-392
BFSP1	3	f-390
BFSP1	4	f-12
BFSP1	5	f-39
BFSP1	72	f-13
BFSP2	1	f-16
BFSP2	1	f-37
BFSP2	5	f-14
BFSP2	6	f-38
BFSP2-AS1	1	f-92
BGLAP	1	f-16
BGLAP	17	f-37
BGLAP	19	f-63
BGLAP	21	f-25
BGLAP	22	f-26
BGLAP	3	f-62
BGLAP	5	f-211
BGLAP	5	f-212
BGLAP	54	f-92
BGLAP	7	f-213
BHLHA15	1	f-14
BHLHA15	1	f-25
BHLHB2	1	f-51
BHLHB2	3	f-63
BHLHB2	4	f-26
BHLHB2	4	f-61
BHLHB2	7	f-62
BHLHB3	1	f-25
BHLHB3	10	f-61
BHLHB3	22	f-62
BHLHB3	31	f-63
BHLHB4	1	f-25
BHLHE22	1	f-41
BHLHE22	14	f-63
BHLHE22	16	f-61
BHLHE40	1	f-392
BHLHE40	3	f-23
BHLHE40	3	f-71
BHLHE40	4	f-14
BHLHE40	52	f-13
BHLHE40-AS1	2	f-14
BHLHE41	1	f-13
BHMT	1	f-211
BHMT	3	f-213
BHMT	7	f-212
BICC1	1	f-212
BICC1	13	f-37
BICC1	2	f-14
BICC1	2	f-41
BICC1	325	f-391
BICC1	5	f-213
BICD1	1	f-23
BICD1	1	f-25
BICD1	1	f-36
BICD1	1	f-41
BICD1	1	f-71
BICD1	2	f-28
BICD1	4	f-392
BICD1	5	f-390
BICD1	60	f-13
BICD1	7	f-92
BICD1	70	f-91
BICD1	71	f-37
BICD1	76	f-27
BICD1	9	f-14
BICD2	1	f-23
BICD2	1	f-36
BICD2	1	f-51
BICD2	1	f-71
BICD2	12	f-62
BICD2	144	f-27
BICD2	183	f-13
BICD2	29	f-41
BICD2	3	f-61
BICD2	31	f-26
BICD2	328	f-42
BICD2	34	f-63
BICD2	5	f-211
BICD2	5	f-213
BICD2	8	f-212
BICD2	89	f-12
BICD2	9	f-14
BID	13	f-61
BID	2	f-28
BID	2	f-51
BID	24	f-63
BID	3	f-92
BID	36	f-25
BID	371	f-13
BID	43	f-62
BID	7	f-14
BID	74	f-26
BIK	6	f-13
BIK	8	f-14
BIN1	1	f-16
BIN1	1	f-36
BIN1	1	f-390
BIN1	1	f-391
BIN1	1	f-51
BIN1	1	f-91
BIN1	111	f-63
BIN1	127	f-12
BIN1	16	f-25
BIN1	29	f-22
BIN1	3	f-38
BIN1	39	f-14
BIN1	4	f-37
BIN1	46	f-21
BIN1	46	f-72
BIN1	5	f-392
BIN1	51	f-62
BIN1	6	f-33
BIN1	64	f-61
BIN1	66	f-27
BIN1	72	f-26
BIN1	77	f-23
BIN1	77	f-71
BIN1	86	f-28
BIN2	14	f-14
BIN2	6	f-28
BIN3	1	f-41
BIN3	10	f-92
BIN3	11	f-26
BIN3	14	f-14
BIN3	19	f-37
BIN3	2	f-25
BIN3	2	f-63
BIN3	20	f-36
BIN3	3	f-38
BIN3	3	f-391
BIN3	34	f-392
BIN3	39	f-13
BIN3	9	f-62
BIN3	96	f-12
BIRC2	1	f-25
BIRC2	1	f-63
BIRC2	2	f-13
BIRC2	2	f-14
BIRC2	3	f-26
BIRC2	3	f-62
BIRC2	7	f-61
BIRC2	8	f-41
BIRC3	1	f-26
BIRC3	128	f-13
BIRC3	16	f-12
BIRC3	16	f-62
BIRC3	26	f-61
BIRC3	26	f-63
BIRC3	6	f-14
BIRC5	1	f-33
BIRC5	2	f-41
BIRC5	21	f-13
BIRC6	11	f-62
BIRC6	18	f-26
BIRC6	3	f-61
BIRC6	6	f-14
BIRC6	6	f-63
BIRC6	7	f-13
BIRC7	10	f-212
BIRC7	13	f-28
BIRC7	180	f-12
BIRC7	2	f-36
BIRC7	21	f-14
BIRC7	22	f-91
BIRC7	23	f-35
BIRC7	67	f-92
BIRC7	9	f-211
BIRC7	9	f-213
BIRC8	4	f-13
BIVM	1	f-14
BIVM	1	f-16
BIVM	1	f-26
BIVM	1	f-63
BIVM	12	f-41
BIVM	135	f-13
BIVM	3	f-211
BIVM	3	f-91
BIVM	43	f-42
BIVM	64	f-36
BIVM	7	f-213
BLACE	1	f-14
BLACE	1	f-27
BLACE	3	f-39
BLCAP	1	f-14
BLCAP	4	f-41
BLID	5	f-13
BLK	1	f-26
BLK	148	f-33
BLK	16	f-212
BLK	2	f-213
BLK	22	f-14
BLK	23	f-35
BLK	25	f-92
BLK	27	f-38
BLK	3	f-25
BLK	40	f-41
BLK	45	f-36
BLK	468	f-13
BLK	48	f-392
BLK	51	f-391
BLK	53	f-37
BLK	58	f-12
BLK	66	f-390
BLK	71	f-39
BLM	1	f-16
BLM	1	f-28
BLM	10	f-63
BLM	151	f-13
BLM	18	f-25
BLM	19	f-27
BLM	20	f-62
BLM	26	f-26
BLM	35	f-23
BLM	35	f-71
BLM	43	f-12
BLM	9	f-14
BLMH	1	f-12
BLMH	1	f-213
BLMH	1	f-92
BLMH	129	f-36
BLMH	13	f-14
BLMH	135	f-13
BLMH	176	f-39
BLMH	201	f-390
BLMH	241	f-391
BLMH	29	f-32
BLMH	3	f-63
BLMH	36	f-38
BLMH	515	f-392
BLMH	529	f-33
BLMH	93	f-35
BLMH	98	f-37
BLNK	1	f-391
BLNK	1	f-41
BLNK	1	f-61
BLNK	2	f-26
BLNK	3	f-62
BLNK	5	f-14
BLOC1S2	1	f-16
BLOC1S2	1	f-41
BLOC1S2	1	f-51
BLOC1S2	104	f-21
BLOC1S2	104	f-72
BLOC1S2	16	f-26
BLOC1S2	17	f-62
BLOC1S2	17	f-63
BLOC1S2	3	f-211
BLOC1S2	3	f-212
BLOC1S2	44	f-23
BLOC1S2	44	f-71
BLOC1S2	5	f-14
BLOC1S2	52	f-13
BLOC1S2	60	f-33
BLOC1S2	63	f-22
BLOC1S2	7	f-213
BLOC1S2	71	f-12
BLOC1S2	74	f-392
BLOC1S2	76	f-36
BLOC1S2	77	f-39
BLOC1S2	80	f-91
BLOC1S2	81	f-37
BLOC1S2	81	f-92
BLOC1S2	82	f-391
BLOC1S2	82	f-42
BLOC1S2	83	f-390
BLOC1S2	87	f-35
BLOC1S2	97	f-31
BLOC1S4	1	f-14
BLOC1S4	1	f-28
BLOC1S5	1	f-91
BLOC1S5	2	f-14
BLOC1S5	4	f-27
BLOC1S5	4	f-391
